word;definition;synonym;part of speech;difficulty
word_1526;definition of word_1526;synonym of word_1526;noun;C2
word_1527;definition of word_1527;synonym of word_1527;noun;B1
word_1528;definition of word_1528;synonym of word_1528;noun;C2
word_1529;definition of word_1529;synonym of word_1529;noun;B1
word_1530;definition of word_1530;synonym of word_1530;noun;C2
word_1531;definition of word_1531;synonym of word_1531;noun;B1
word_1532;definition of word_1532;synonym of word_1532;noun;C2
word_1533;definition of word_1533;synonym of word_1533;noun;B1
word_1534;definition of word_1534;synonym of word_1534;noun;C2
word_1535;definition of word_1535;synonym of word_1535;noun;B1
word_1536;definition of word_1536;synonym of word_1536;noun;C2
word_1537;definition of word_1537;synonym of word_1537;noun;B1
word_1538;definition of word_1538;synonym of word_1538;noun;C2
word_1539;definition of word_1539;synonym of word_1539;noun;B1
word_1540;definition of word_1540;synonym of word_1540;noun;C2
word_1541;definition of word_1541;synonym of word_1541;noun;B1
word_1542;definition of word_1542;synonym of word_1542;noun;C2
word_1543;definition of word_1543;synonym of word_1543;noun;B1
word_1544;definition of word_1544;synonym of word_1544;noun;C2
word_1545;definition of word_1545;synonym of word_1545;noun;B1
word_1546;definition of word_1546;synonym of word_1546;noun;C2
word_1547;definition of word_1547;synonym of word_1547;noun;B1
word_1548;definition of word_1548;synonym of word_1548;noun;C2
word_1549;definition of word_1549;synonym of word_1549;noun;B1
word_1550;definition of word_1550;synonym of word_1550;noun;C2
word_1551;definition of word_1551;synonym of word_1551;noun;B1
word_1552;definition of word_1552;synonym of word_1552;noun;C2
word_1553;definition of word_1553;synonym of word_1553;noun;B1
word_1554;definition of word_1554;synonym of word_1554;noun;C2
word_1555;definition of word_1555;synonym of word_1555;noun;B1
word_1556;definition of word_1556;synonym of word_1556;noun;C2
word_1557;definition of word_1557;synonym of word_1557;noun;B1
word_1558;definition of word_1558;synonym of word_1558;noun;C2
word_1559;definition of word_1559;synonym of word_1559;noun;B1
word_1560;definition of word_1560;synonym of word_1560;noun;C2
word_1561;definition of word_1561;synonym of word_1561;noun;B1
word_1562;definition of word_1562;synonym of word_1562;noun;C2
word_1563;definition of word_1563;synonym of word_1563;noun;B1
word_1564;definition of word_1564;synonym of word_1564;noun;C2
word_1565;definition of word_1565;synonym of word_1565;noun;B1
word_1566;definition of word_1566;synonym of word_1566;noun;C2
word_1567;definition of word_1567;synonym of word_1567;noun;B1
word_1568;definition of word_1568;synonym of word_1568;noun;C2
word_1569;definition of word_1569;synonym of word_1569;noun;B1
word_1570;definition of word_1570;synonym of word_1570;noun;C2
word_1571;definition of word_1571;synonym of word_1571;noun;B1
word_1572;definition of word_1572;synonym of word_1572;noun;C2
word_1573;definition of word_1573;synonym of word_1573;noun;B1
word_1574;definition of word_1574;synonym of word_1574;noun;C2
word_1575;definition of word_1575;synonym of word_1575;noun;B1
word_1576;definition of word_1576;synonym of word_1576;noun;C2
word_1577;definition of word_1577;synonym of word_1577;noun;B1
word_1578;definition of word_1578;synonym of word_1578;noun;C2
word_1579;definition of word_1579;synonym of word_1579;noun;B1
word_1580;definition of word_1580;synonym of word_1580;noun;C2
word_1581;definition of word_1581;synonym of word_1581;noun;B1
word_1582;definition of word_1582;synonym of word_1582;noun;C2
word_1583;definition of word_1583;synonym of word_1583;noun;B1
word_1584;definition of word_1584;synonym of word_1584;noun;C2
word_1585;definition of word_1585;synonym of word_1585;noun;B1
word_1586;definition of word_1586;synonym of word_1586;noun;C2
word_1587;definition of word_1587;synonym of word_1587;noun;B1
word_1588;definition of word_1588;synonym of word_1588;noun;C2
word_1589;definition of word_1589;synonym of word_1589;noun;B1
word_1590;definition of word_1590;synonym of word_1590;noun;C2
word_1591;definition of word_1591;synonym of word_1591;noun;B1
word_1592;definition of word_1592;synonym of word_1592;noun;C2
word_1593;definition of word_1593;synonym of word_1593;noun;B1
word_1594;definition of word_1594;synonym of word_1594;noun;C2
word_1595;definition of word_1595;synonym of word_1595;noun;B1
word_1596;definition of word_1596;synonym of word_1596;noun;C2
word_1597;definition of word_1597;synonym of word_1597;noun;B1
word_1598;definition of word_1598;synonym of word_1598;noun;C2
word_1599;definition of word_1599;synonym of word_1599;noun;B1
word_1600;definition of word_1600;synonym of word_1600;noun;C2
word_1601;definition of word_1601;synonym of word_1601;noun;B1
word_1602;definition of word_1602;synonym of word_1602;noun;C2
word_1603;definition of word_1603;synonym of word_1603;noun;B1
word_1604;definition of word_1604;synonym of word_1604;noun;C2
word_1605;definition of word_1605;synonym of word_1605;noun;B1
word_1606;definition of word_1606;synonym of word_1606;noun;C2
word_1607;definition of word_1607;synonym of word_1607;noun;B1
word_1608;definition of word_1608;synonym of word_1608;noun;C2
word_1609;definition of word_1609;synonym of word_1609;noun;B1
word_1610;definition of word_1610;synonym of word_1610;noun;C2
word_1611;definition of word_1611;synonym of word_1611;noun;B1
word_1612;definition of word_1612;synonym of word_1612;noun;C2
word_1613;definition of word_1613;synonym of word_1613;noun;B1
word_1614;definition of word_1614;synonym of word_1614;noun;C2
word_1615;definition of word_1615;synonym of word_1615;noun;B1
word_1616;definition of word_1616;synonym of word_1616;noun;C2
word_1617;definition of word_1617;synonym of word_1617;noun;B1
word_1618;definition of word_1618;synonym of word_1618;noun;C2
word_1619;definition of word_1619;synonym of word_1619;noun;B1
word_1620;definition of word_1620;synonym of word_1620;noun;C2
word_1621;definition of word_1621;synonym of word_1621;noun;B1
word_1622;definition of word_1622;synonym of word_1622;noun;C2
word_1623;definition of word_1623;synonym of word_1623;noun;B1
word_1624;definition of word_1624;synonym of word_1624;noun;C2
word_1625;definition of word_1625;synonym of word_1625;noun;B1
word_1626;definition of word_1626;synonym of word_1626;noun;C2
word_1627;definition of word_1627;synonym of word_1627;noun;B1
word_1628;definition of word_1628;synonym of word_1628;noun;C2
word_1629;definition of word_1629;synonym of word_1629;noun;B1
word_1630;definition of word_1630;synonym of word_1630;noun;C2
word_1631;definition of word_1631;synonym of word_1631;noun;B1
word_1632;definition of word_1632;synonym of word_1632;noun;C2
word_1633;definition of word_1633;synonym of word_1633;noun;B1
word_1634;definition of word_1634;synonym of word_1634;noun;C2
word_1635;definition of word_1635;synonym of word_1635;noun;B1
word_1636;definition of word_1636;synonym of word_1636;noun;C2
word_1637;definition of word_1637;synonym of word_1637;noun;B1
word_1638;definition of word_1638;synonym of word_1638;noun;C2
word_1639;definition of word_1639;synonym of word_1639;noun;B1
word_1640;definition of word_1640;synonym of word_1640;noun;C2
word_1641;definition of word_1641;synonym of word_1641;noun;B1
word_1642;definition of word_1642;synonym of word_1642;noun;C2
word_1643;definition of word_1643;synonym of word_1643;noun;B1
word_1644;definition of word_1644;synonym of word_1644;noun;C2
word_1645;definition of word_1645;synonym of word_1645;noun;B1
word_1646;definition of word_1646;synonym of word_1646;noun;C2
word_1647;definition of word_1647;synonym of word_1647;noun;B1
word_1648;definition of word_1648;synonym of word_1648;noun;C2
word_1649;definition of word_1649;synonym of word_1649;noun;B1
word_1650;definition of word_1650;synonym of word_1650;noun;C2
word_1651;definition of word_1651;synonym of word_1651;noun;B1
word_1652;definition of word_1652;synonym of word_1652;noun;C2
word_1653;definition of word_1653;synonym of word_1653;noun;B1
word_1654;definition of word_1654;synonym of word_1654;noun;C2
word_1655;definition of word_1655;synonym of word_1655;noun;B1
word_1656;definition of word_1656;synonym of word_1656;noun;C2
word_1657;definition of word_1657;synonym of word_1657;noun;B1
word_1658;definition of word_1658;synonym of word_1658;noun;C2
word_1659;definition of word_1659;synonym of word_1659;noun;B1
word_1660;definition of word_1660;synonym of word_1660;noun;C2
word_1661;definition of word_1661;synonym of word_1661;noun;B1
word_1662;definition of word_1662;synonym of word_1662;noun;C2
word_1663;definition of word_1663;synonym of word_1663;noun;B1
word_1664;definition of word_1664;synonym of word_1664;noun;C2
word_1665;definition of word_1665;synonym of word_1665;noun;B1
word_1666;definition of word_1666;synonym of word_1666;noun;C2
word_1667;definition of word_1667;synonym of word_1667;noun;B1
word_1668;definition of word_1668;synonym of word_1668;noun;C2
word_1669;definition of word_1669;synonym of word_1669;noun;B1
word_1670;definition of word_1670;synonym of word_1670;noun;C2
word_1671;definition of word_1671;synonym of word_1671;noun;B1
word_1672;definition of word_1672;synonym of word_1672;noun;C2
word_1673;definition of word_1673;synonym of word_1673;noun;B1
word_1674;definition of word_1674;synonym of word_1674;noun;C2
word_1675;definition of word_1675;synonym of word_1675;noun;B1
word_1676;definition of word_1676;synonym of word_1676;noun;C2
word_1677;definition of word_1677;synonym of word_1677;noun;B1
word_1678;definition of word_1678;synonym of word_1678;noun;C2
word_1679;definition of word_1679;synonym of word_1679;noun;B1
word_1680;definition of word_1680;synonym of word_1680;noun;C2
word_1681;definition of word_1681;synonym of word_1681;noun;B1
word_1682;definition of word_1682;synonym of word_1682;noun;C2
word_1683;definition of word_1683;synonym of word_1683;noun;B1
word_1684;definition of word_1684;synonym of word_1684;noun;C2
word_1685;definition of word_1685;synonym of word_1685;noun;B1
word_1686;definition of word_1686;synonym of word_1686;noun;C2
word_1687;definition of word_1687;synonym of word_1687;noun;B1
word_1688;definition of word_1688;synonym of word_1688;noun;C2
word_1689;definition of word_1689;synonym of word_1689;noun;B1
word_1690;definition of word_1690;synonym of word_1690;noun;C2
word_1691;definition of word_1691;synonym of word_1691;noun;B1
word_1692;definition of word_1692;synonym of word_1692;noun;C2
word_1693;definition of word_1693;synonym of word_1693;noun;B1
word_1694;definition of word_1694;synonym of word_1694;noun;C2
word_1695;definition of word_1695;synonym of word_1695;noun;B1
word_1696;definition of word_1696;synonym of word_1696;noun;C2
word_1697;definition of word_1697;synonym of word_1697;noun;B1
word_1698;definition of word_1698;synonym of word_1698;noun;C2
word_1699;definition of word_1699;synonym of word_1699;noun;B1
word_1700;definition of word_1700;synonym of word_1700;noun;C2
word_1701;definition of word_1701;synonym of word_1701;noun;B1
word_1702;definition of word_1702;synonym of word_1702;noun;C2
word_1703;definition of word_1703;synonym of word_1703;noun;B1
word_1704;definition of word_1704;synonym of word_1704;noun;C2
word_1705;definition of word_1705;synonym of word_1705;noun;B1
word_1706;definition of word_1706;synonym of word_1706;noun;C2
word_1707;definition of word_1707;synonym of word_1707;noun;B1
word_1708;definition of word_1708;synonym of word_1708;noun;C2
word_1709;definition of word_1709;synonym of word_1709;noun;B1
word_1710;definition of word_1710;synonym of word_1710;noun;C2
word_1711;definition of word_1711;synonym of word_1711;noun;B1
word_1712;definition of word_1712;synonym of word_1712;noun;C2
word_1713;definition of word_1713;synonym of word_1713;noun;B1
word_1714;definition of word_1714;synonym of word_1714;noun;C2
word_1715;definition of word_1715;synonym of word_1715;noun;B1
word_1716;definition of word_1716;synonym of word_1716;noun;C2
word_1717;definition of word_1717;synonym of word_1717;noun;B1
word_1718;definition of word_1718;synonym of word_1718;noun;C2
word_1719;definition of word_1719;synonym of word_1719;noun;B1
word_1720;definition of word_1720;synonym of word_1720;noun;C2
word_1721;definition of word_1721;synonym of word_1721;noun;B1
word_1722;definition of word_1722;synonym of word_1722;noun;C2
word_1723;definition of word_1723;synonym of word_1723;noun;B1
word_1724;definition of word_1724;synonym of word_1724;noun;C2
word_1725;definition of word_1725;synonym of word_1725;noun;B1
word_1726;definition of word_1726;synonym of word_1726;noun;C2
word_1727;definition of word_1727;synonym of word_1727;noun;B1
word_1728;definition of word_1728;synonym of word_1728;noun;C2
word_1729;definition of word_1729;synonym of word_1729;noun;B1
word_1730;definition of word_1730;synonym of word_1730;noun;C2
word_1731;definition of word_1731;synonym of word_1731;noun;B1
word_1732;definition of word_1732;synonym of word_1732;noun;C2
word_1733;definition of word_1733;synonym of word_1733;noun;B1
word_1734;definition of word_1734;synonym of word_1734;noun;C2
word_1735;definition of word_1735;synonym of word_1735;noun;B1
word_1736;definition of word_1736;synonym of word_1736;noun;C2
word_1737;definition of word_1737;synonym of word_1737;noun;B1
word_1738;definition of word_1738;synonym of word_1738;noun;C2
word_1739;definition of word_1739;synonym of word_1739;noun;B1
word_1740;definition of word_1740;synonym of word_1740;noun;C2
word_1741;definition of word_1741;synonym of word_1741;noun;B1
word_1742;definition of word_1742;synonym of word_1742;noun;C2
word_1743;definition of word_1743;synonym of word_1743;noun;B1
word_1744;definition of word_1744;synonym of word_1744;noun;C2
word_1745;definition of word_1745;synonym of word_1745;noun;B1
word_1746;definition of word_1746;synonym of word_1746;noun;C2
word_1747;definition of word_1747;synonym of word_1747;noun;B1
word_1748;definition of word_1748;synonym of word_1748;noun;C2
word_1749;definition of word_1749;synonym of word_1749;noun;B1
word_1750;definition of word_1750;synonym of word_1750;noun;C2
word_1751;definition of word_1751;synonym of word_1751;noun;B1
word_1752;definition of word_1752;synonym of word_1752;noun;C2
word_1753;definition of word_1753;synonym of word_1753;noun;B1
word_1754;definition of word_1754;synonym of word_1754;noun;C2
word_1755;definition of word_1755;synonym of word_1755;noun;B1
word_1756;definition of word_1756;synonym of word_1756;noun;C2
word_1757;definition of word_1757;synonym of word_1757;noun;B1
word_1758;definition of word_1758;synonym of word_1758;noun;C2
word_1759;definition of word_1759;synonym of word_1759;noun;B1
word_1760;definition of word_1760;synonym of word_1760;noun;C2
word_1761;definition of word_1761;synonym of word_1761;noun;B1
word_1762;definition of word_1762;synonym of word_1762;noun;C2
word_1763;definition of word_1763;synonym of word_1763;noun;B1
word_1764;definition of word_1764;synonym of word_1764;noun;C2
word_1765;definition of word_1765;synonym of word_1765;noun;B1
word_1766;definition of word_1766;synonym of word_1766;noun;C2
word_1767;definition of word_1767;synonym of word_1767;noun;B1
word_1768;definition of word_1768;synonym of word_1768;noun;C2
word_1769;definition of word_1769;synonym of word_1769;noun;B1
word_1770;definition of word_1770;synonym of word_1770;noun;C2
word_1771;definition of word_1771;synonym of word_1771;noun;B1
word_1772;definition of word_1772;synonym of word_1772;noun;C2
word_1773;definition of word_1773;synonym of word_1773;noun;B1
word_1774;definition of word_1774;synonym of word_1774;noun;C2
word_1775;definition of word_1775;synonym of word_1775;noun;B1
word_1776;definition of word_1776;synonym of word_1776;noun;C2
word_1777;definition of word_1777;synonym of word_1777;noun;B1
word_1778;definition of word_1778;synonym of word_1778;noun;C2
word_1779;definition of word_1779;synonym of word_1779;noun;B1
word_1780;definition of word_1780;synonym of word_1780;noun;C2
word_1781;definition of word_1781;synonym of word_1781;noun;B1
word_1782;definition of word_1782;synonym of word_1782;noun;C2
word_1783;definition of word_1783;synonym of word_1783;noun;B1
word_1784;definition of word_1784;synonym of word_1784;noun;C2
word_1785;definition of word_1785;synonym of word_1785;noun;B1
word_1786;definition of word_1786;synonym of word_1786;noun;C2
word_1787;definition of word_1787;synonym of word_1787;noun;B1
word_1788;definition of word_1788;synonym of word_1788;noun;C2
word_1789;definition of word_1789;synonym of word_1789;noun;B1
word_1790;definition of word_1790;synonym of word_1790;noun;C2
word_1791;definition of word_1791;synonym of word_1791;noun;B1
word_1792;definition of word_1792;synonym of word_1792;noun;C2
word_1793;definition of word_1793;synonym of word_1793;noun;B1
word_1794;definition of word_1794;synonym of word_1794;noun;C2
word_1795;definition of word_1795;synonym of word_1795;noun;B1
word_1796;definition of word_1796;synonym of word_1796;noun;C2
word_1797;definition of word_1797;synonym of word_1797;noun;B1
word_1798;definition of word_1798;synonym of word_1798;noun;C2
word_1799;definition of word_1799;synonym of word_1799;noun;B1
word_1800;definition of word_1800;synonym of word_1800;noun;C2
word_1801;definition of word_1801;synonym of word_1801;noun;B1
word_1802;definition of word_1802;synonym of word_1802;noun;C2
word_1803;definition of word_1803;synonym of word_1803;noun;B1
word_1804;definition of word_1804;synonym of word_1804;noun;C2
word_1805;definition of word_1805;synonym of word_1805;noun;B1
word_1806;definition of word_1806;synonym of word_1806;noun;C2
word_1807;definition of word_1807;synonym of word_1807;noun;B1
word_1808;definition of word_1808;synonym of word_1808;noun;C2
word_1809;definition of word_1809;synonym of word_1809;noun;B1
word_1810;definition of word_1810;synonym of word_1810;noun;C2
word_1811;definition of word_1811;synonym of word_1811;noun;B1
word_1812;definition of word_1812;synonym of word_1812;noun;C2
word_1813;definition of word_1813;synonym of word_1813;noun;B1
word_1814;definition of word_1814;synonym of word_1814;noun;C2
word_1815;definition of word_1815;synonym of word_1815;noun;B1
word_1816;definition of word_1816;synonym of word_1816;noun;C2
word_1817;definition of word_1817;synonym of word_1817;noun;B1
word_1818;definition of word_1818;synonym of word_1818;noun;C2
word_1819;definition of word_1819;synonym of word_1819;noun;B1
word_1820;definition of word_1820;synonym of word_1820;noun;C2
word_1821;definition of word_1821;synonym of word_1821;noun;B1
word_1822;definition of word_1822;synonym of word_1822;noun;C2
word_1823;definition of word_1823;synonym of word_1823;noun;B1
word_1824;definition of word_1824;synonym of word_1824;noun;C2
word_1825;definition of word_1825;synonym of word_1825;noun;B1
word_1826;definition of word_1826;synonym of word_1826;noun;C2
word_1827;definition of word_1827;synonym of word_1827;noun;B1
word_1828;definition of word_1828;synonym of word_1828;noun;C2
word_1829;definition of word_1829;synonym of word_1829;noun;B1
word_1830;definition of word_1830;synonym of word_1830;noun;C2
word_1831;definition of word_1831;synonym of word_1831;noun;B1
word_1832;definition of word_1832;synonym of word_1832;noun;C2
word_1833;definition of word_1833;synonym of word_1833;noun;B1
word_1834;definition of word_1834;synonym of word_1834;noun;C2
word_1835;definition of word_1835;synonym of word_1835;noun;B1
word_1836;definition of word_1836;synonym of word_1836;noun;C2
word_1837;definition of word_1837;synonym of word_1837;noun;B1
word_1838;definition of word_1838;synonym of word_1838;noun;C2
word_1839;definition of word_1839;synonym of word_1839;noun;B1
word_1840;definition of word_1840;synonym of word_1840;noun;C2
word_1841;definition of word_1841;synonym of word_1841;noun;B1
word_1842;definition of word_1842;synonym of word_1842;noun;C2
word_1843;definition of word_1843;synonym of word_1843;noun;B1
word_1844;definition of word_1844;synonym of word_1844;noun;C2
word_1845;definition of word_1845;synonym of word_1845;noun;B1
word_1846;definition of word_1846;synonym of word_1846;noun;C2
word_1847;definition of word_1847;synonym of word_1847;noun;B1
word_1848;definition of word_1848;synonym of word_1848;noun;C2
word_1849;definition of word_1849;synonym of word_1849;noun;B1
word_1850;definition of word_1850;synonym of word_1850;noun;C2
word_1851;definition of word_1851;synonym of word_1851;noun;B1
word_1852;definition of word_1852;synonym of word_1852;noun;C2
word_1853;definition of word_1853;synonym of word_1853;noun;B1
word_1854;definition of word_1854;synonym of word_1854;noun;C2
word_1855;definition of word_1855;synonym of word_1855;noun;B1
word_1856;definition of word_1856;synonym of word_1856;noun;C2
word_1857;definition of word_1857;synonym of word_1857;noun;B1
word_1858;definition of word_1858;synonym of word_1858;noun;C2
word_1859;definition of word_1859;synonym of word_1859;noun;B1
word_1860;definition of word_1860;synonym of word_1860;noun;C2
word_1861;definition of word_1861;synonym of word_1861;noun;B1
word_1862;definition of word_1862;synonym of word_1862;noun;C2
word_1863;definition of word_1863;synonym of word_1863;noun;B1
word_1864;definition of word_1864;synonym of word_1864;noun;C2
word_1865;definition of word_1865;synonym of word_1865;noun;B1
word_1866;definition of word_1866;synonym of word_1866;noun;C2
word_1867;definition of word_1867;synonym of word_1867;noun;B1
word_1868;definition of word_1868;synonym of word_1868;noun;C2
word_1869;definition of word_1869;synonym of word_1869;noun;B1
word_1870;definition of word_1870;synonym of word_1870;noun;C2
word_1871;definition of word_1871;synonym of word_1871;noun;B1
word_1872;definition of word_1872;synonym of word_1872;noun;C2
word_1873;definition of word_1873;synonym of word_1873;noun;B1
word_1874;definition of word_1874;synonym of word_1874;noun;C2
word_1875;definition of word_1875;synonym of word_1875;noun;B1
word_1876;definition of word_1876;synonym of word_1876;noun;C2
word_1877;definition of word_1877;synonym of word_1877;noun;B1
word_1878;definition of word_1878;synonym of word_1878;noun;C2
word_1879;definition of word_1879;synonym of word_1879;noun;B1
word_1880;definition of word_1880;synonym of word_1880;noun;C2
word_1881;definition of word_1881;synonym of word_1881;noun;B1
word_1882;definition of word_1882;synonym of word_1882;noun;C2
word_1883;definition of word_1883;synonym of word_1883;noun;B1
word_1884;definition of word_1884;synonym of word_1884;noun;C2
word_1885;definition of word_1885;synonym of word_1885;noun;B1
word_1886;definition of word_1886;synonym of word_1886;noun;C2
word_1887;definition of word_1887;synonym of word_1887;noun;B1
word_1888;definition of word_1888;synonym of word_1888;noun;C2
word_1889;definition of word_1889;synonym of word_1889;noun;B1
word_1890;definition of word_1890;synonym of word_1890;noun;C2
word_1891;definition of word_1891;synonym of word_1891;noun;B1
word_1892;definition of word_1892;synonym of word_1892;noun;C2
word_1893;definition of word_1893;synonym of word_1893;noun;B1
word_1894;definition of word_1894;synonym of word_1894;noun;C2
word_1895;definition of word_1895;synonym of word_1895;noun;B1
word_1896;definition of word_1896;synonym of word_1896;noun;C2
word_1897;definition of word_1897;synonym of word_1897;noun;B1
word_1898;definition of word_1898;synonym of word_1898;noun;C2
word_1899;definition of word_1899;synonym of word_1899;noun;B1
word_1900;definition of word_1900;synonym of word_1900;noun;C2
word_1901;definition of word_1901;synonym of word_1901;noun;B1
word_1902;definition of word_1902;synonym of word_1902;noun;C2
word_1903;definition of word_1903;synonym of word_1903;noun;B1
word_1904;definition of word_1904;synonym of word_1904;noun;C2
word_1905;definition of word_1905;synonym of word_1905;noun;B1
word_1906;definition of word_1906;synonym of word_1906;noun;C2
word_1907;definition of word_1907;synonym of word_1907;noun;B1
word_1908;definition of word_1908;synonym of word_1908;noun;C2
word_1909;definition of word_1909;synonym of word_1909;noun;B1
word_1910;definition of word_1910;synonym of word_1910;noun;C2
word_1911;definition of word_1911;synonym of word_1911;noun;B1
word_1912;definition of word_1912;synonym of word_1912;noun;C2
word_1913;definition of word_1913;synonym of word_1913;noun;B1
word_1914;definition of word_1914;synonym of word_1914;noun;C2
word_1915;definition of word_1915;synonym of word_1915;noun;B1
word_1916;definition of word_1916;synonym of word_1916;noun;C2
word_1917;definition of word_1917;synonym of word_1917;noun;B1
word_1918;definition of word_1918;synonym of word_1918;noun;C2
word_1919;definition of word_1919;synonym of word_1919;noun;B1
word_1920;definition of word_1920;synonym of word_1920;noun;C2
word_1921;definition of word_1921;synonym of word_1921;noun;B1
word_1922;definition of word_1922;synonym of word_1922;noun;C2
word_1923;definition of word_1923;synonym of word_1923;noun;B1
word_1924;definition of word_1924;synonym of word_1924;noun;C2
word_1925;definition of word_1925;synonym of word_1925;noun;B1
word_1926;definition of word_1926;synonym of word_1926;noun;C2
word_1927;definition of word_1927;synonym of word_1927;noun;B1
word_1928;definition of word_1928;synonym of word_1928;noun;C2
word_1929;definition of word_1929;synonym of word_1929;noun;B1
word_1930;definition of word_1930;synonym of word_1930;noun;C2
word_1931;definition of word_1931;synonym of word_1931;noun;B1
word_1932;definition of word_1932;synonym of word_1932;noun;C2
word_1933;definition of word_1933;synonym of word_1933;noun;B1
word_1934;definition of word_1934;synonym of word_1934;noun;C2
word_1935;definition of word_1935;synonym of word_1935;noun;B1
word_1936;definition of word_1936;synonym of word_1936;noun;C2
word_1937;definition of word_1937;synonym of word_1937;noun;B1
word_1938;definition of word_1938;synonym of word_1938;noun;C2
word_1939;definition of word_1939;synonym of word_1939;noun;B1
word_1940;definition of word_1940;synonym of word_1940;noun;C2
word_1941;definition of word_1941;synonym of word_1941;noun;B1
word_1942;definition of word_1942;synonym of word_1942;noun;C2
word_1943;definition of word_1943;synonym of word_1943;noun;B1
word_1944;definition of word_1944;synonym of word_1944;noun;C2
word_1945;definition of word_1945;synonym of word_1945;noun;B1
word_1946;definition of word_1946;synonym of word_1946;noun;C2
word_1947;definition of word_1947;synonym of word_1947;noun;B1
word_1948;definition of word_1948;synonym of word_1948;noun;C2
word_1949;definition of word_1949;synonym of word_1949;noun;B1
word_1950;definition of word_1950;synonym of word_1950;noun;C2
word_1951;definition of word_1951;synonym of word_1951;noun;B1
word_1952;definition of word_1952;synonym of word_1952;noun;C2
word_1953;definition of word_1953;synonym of word_1953;noun;B1
word_1954;definition of word_1954;synonym of word_1954;noun;C2
word_1955;definition of word_1955;synonym of word_1955;noun;B1
word_1956;definition of word_1956;synonym of word_1956;noun;C2
word_1957;definition of word_1957;synonym of word_1957;noun;B1
word_1958;definition of word_1958;synonym of word_1958;noun;C2
word_1959;definition of word_1959;synonym of word_1959;noun;B1
word_1960;definition of word_1960;synonym of word_1960;noun;C2
word_1961;definition of word_1961;synonym of word_1961;noun;B1
word_1962;definition of word_1962;synonym of word_1962;noun;C2
word_1963;definition of word_1963;synonym of word_1963;noun;B1
word_1964;definition of word_1964;synonym of word_1964;noun;C2
word_1965;definition of word_1965;synonym of word_1965;noun;B1
word_1966;definition of word_1966;synonym of word_1966;noun;C2
word_1967;definition of word_1967;synonym of word_1967;noun;B1
word_1968;definition of word_1968;synonym of word_1968;noun;C2
word_1969;definition of word_1969;synonym of word_1969;noun;B1
word_1970;definition of word_1970;synonym of word_1970;noun;C2
word_1971;definition of word_1971;synonym of word_1971;noun;B1
word_1972;definition of word_1972;synonym of word_1972;noun;C2
word_1973;definition of word_1973;synonym of word_1973;noun;B1
word_1974;definition of word_1974;synonym of word_1974;noun;C2
word_1975;definition of word_1975;synonym of word_1975;noun;B1
word_1976;definition of word_1976;synonym of word_1976;noun;C2
word_1977;definition of word_1977;synonym of word_1977;noun;B1
word_1978;definition of word_1978;synonym of word_1978;noun;C2
word_1979;definition of word_1979;synonym of word_1979;noun;B1
word_1980;definition of word_1980;synonym of word_1980;noun;C2
word_1981;definition of word_1981;synonym of word_1981;noun;B1
word_1982;definition of word_1982;synonym of word_1982;noun;C2
word_1983;definition of word_1983;synonym of word_1983;noun;B1
word_1984;definition of word_1984;synonym of word_1984;noun;C2
word_1985;definition of word_1985;synonym of word_1985;noun;B1
word_1986;definition of word_1986;synonym of word_1986;noun;C2
word_1987;definition of word_1987;synonym of word_1987;noun;B1
word_1988;definition of word_1988;synonym of word_1988;noun;C2
word_1989;definition of word_1989;synonym of word_1989;noun;B1
word_1990;definition of word_1990;synonym of word_1990;noun;C2
word_1991;definition of word_1991;synonym of word_1991;noun;B1
word_1992;definition of word_1992;synonym of word_1992;noun;C2
word_1993;definition of word_1993;synonym of word_1993;noun;B1
word_1994;definition of word_1994;synonym of word_1994;noun;C2
word_1995;definition of word_1995;synonym of word_1995;noun;B1
word_1996;definition of word_1996;synonym of word_1996;noun;C2
word_1997;definition of word_1997;synonym of word_1997;noun;B1
word_1998;definition of word_1998;synonym of word_1998;noun;C2
word_1999;definition of word_1999;synonym of word_1999;noun;B1
word_2000;definition of word_2000;synonym of word_2000;noun;C2
word_2001;definition of word_2001;synonym of word_2001;noun;B1
word_2002;definition of word_2002;synonym of word_2002;noun;C2
word_2003;definition of word_2003;synonym of word_2003;noun;B1
word_2004;definition of word_2004;synonym of word_2004;noun;C2
word_2005;definition of word_2005;synonym of word_2005;noun;B1
word_2006;definition of word_2006;synonym of word_2006;noun;C2
word_2007;definition of word_2007;synonym of word_2007;noun;B1
word_2008;definition of word_2008;synonym of word_2008;noun;C2
word_2009;definition of word_2009;synonym of word_2009;noun;B1
word_2010;definition of word_2010;synonym of word_2010;noun;C2
word_2011;definition of word_2011;synonym of word_2011;noun;B1
word_2012;definition of word_2012;synonym of word_2012;noun;C2
word_2013;definition of word_2013;synonym of word_2013;noun;B1
word_2014;definition of word_2014;synonym of word_2014;noun;C2
word_2015;definition of word_2015;synonym of word_2015;noun;B1
word_2016;definition of word_2016;synonym of word_2016;noun;C2
word_2017;definition of word_2017;synonym of word_2017;noun;B1
word_2018;definition of word_2018;synonym of word_2018;noun;C2
word_2019;definition of word_2019;synonym of word_2019;noun;B1
word_2020;definition of word_2020;synonym of word_2020;noun;C2
word_2021;definition of word_2021;synonym of word_2021;noun;B1
word_2022;definition of word_2022;synonym of word_2022;noun;C2
word_2023;definition of word_2023;synonym of word_2023;noun;B1
word_2024;definition of word_2024;synonym of word_2024;noun;C2
